Titulo,Autor,Genero,AnoPublicacao,Sinopse,Classificacao
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1928,A jornada de Frodo para destruir o anel poderoso. Variado 468,2.1
A Revolução dos Bichos,George Orwell,Fábula,2022,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 32,1.6
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1959,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 43,2.6
Dom Quixote,Miguel de Cervantes,Clássico,1937,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 786,2.2
A Guerra dos Tronos,George R. R. Martin,Fantasia,1996,"Em um reino medieval, várias famílias brigam pelo poder. Variado 336",4.2
A Culpa é das Estrelas,John Green,Romance,1971,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 976",4.2
O Código Da Vinci,Dan Brown,Mistério,1991,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 518,4.6
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1925,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 224,3.4
O Senhor das Moscas,William Golding,Aventura,2018,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 132,5.0
A Revolução dos Bichos,George Orwell,Fábula,1982,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 524,4.5
A Guerra dos Tronos,George R. R. Martin,Fantasia,1918,"Em um reino medieval, várias famílias brigam pelo poder. Variado 424",1.0
1984,George Orwell,Distopia,1924,Um regime totalitário vigia tudo e todos. Variado 341,4.6
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1938,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 721,4.6
O Lobo da Estepe,Hermann Hesse,Psicológico,1919,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 348,1.8
O Lobo da Estepe,Hermann Hesse,Psicológico,1944,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 957,2.1
A Revolução dos Bichos,George Orwell,Fábula,1956,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 643,3.8
O Senhor das Moscas,William Golding,Aventura,1900,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 761,2.8
A Culpa é das Estrelas,John Green,Romance,2011,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 937",2.6
A Revolução dos Bichos,George Orwell,Fábula,1912,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 447,3.6
A Guerra dos Tronos,George R. R. Martin,Fantasia,2004,"Em um reino medieval, várias famílias brigam pelo poder. Variado 90",2.9
O Código Da Vinci,Dan Brown,Mistério,1947,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 404,4.0
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1972,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 690",1.1
A Menina que Roubava Livros,Markus Zusak,Histórico,1990,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 900,2.1
O Milagre da Manhã,Hal Elrod,Autoajuda,1970,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 285,2.9
O Código Da Vinci,Dan Brown,Mistério,1959,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 583,2.9
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1956,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 354,1.5
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1993,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 247,1.5
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1981,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 406,3.2
A Culpa é das Estrelas,John Green,Romance,1918,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 421",2.7
A Menina que Roubava Livros,Markus Zusak,Histórico,1911,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 981,1.9
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1987,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 959",2.2
O Rei Leão,Roger Allers,Infantil,1994,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 514",1.1
A Revolução dos Bichos,George Orwell,Fábula,1962,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 40,3.3
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1965,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 336",1.2
O Hobbit,J. R. R. Tolkien,Fantasia,1996,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 377,1.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2021,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 267",2.7
O Alquimista,Paulo Coelho,Filosofia,1907,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 31,4.1
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1977,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 818,3.2
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1970,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 922",4.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,2020,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 444",4.6
A Menina que Roubava Livros,Markus Zusak,Histórico,1947,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 85,1.6
A Revolução dos Bichos,George Orwell,Fábula,1910,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 815,1.9
Dom Quixote,Miguel de Cervantes,Clássico,2022,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 155,2.8
O Lobo da Estepe,Hermann Hesse,Psicológico,1994,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 246,3.4
A Menina que Roubava Livros,Markus Zusak,Histórico,2011,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 518,1.1
Dom Quixote,Miguel de Cervantes,Clássico,1900,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 146,1.4
1984,George Orwell,Distopia,1908,Um regime totalitário vigia tudo e todos. Variado 515,4.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1961,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 38,2.1
A Culpa é das Estrelas,John Green,Romance,1925,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 675",3.4
Dom Quixote,Miguel de Cervantes,Clássico,1985,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 266,1.8
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1956,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 825",3.0
O Senhor das Moscas,William Golding,Aventura,1995,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 976,2.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,2003,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 352,3.4
O Senhor das Moscas,William Golding,Aventura,1998,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 708,1.4
A Revolução dos Bichos,George Orwell,Fábula,1916,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 930,1.8
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1903,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 979",1.2
A Menina que Roubava Livros,Markus Zusak,Histórico,1907,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 311,4.5
A Guerra dos Tronos,George R. R. Martin,Fantasia,1910,"Em um reino medieval, várias famílias brigam pelo poder. Variado 315",4.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1937,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 996",2.3
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1926,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 797,3.1
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1928,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 221",3.6
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1906,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 970",4.2
1984,George Orwell,Distopia,1923,Um regime totalitário vigia tudo e todos. Variado 22,2.0
A Revolução dos Bichos,George Orwell,Fábula,1919,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 778,3.6
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1993,A jornada de Frodo para destruir o anel poderoso. Variado 968,1.2
O Senhor das Moscas,William Golding,Aventura,1947,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 696,3.3
A Arte da Guerra,Sun Tzu,Filosofia,2020,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 968",1.6
O Alquimista,Paulo Coelho,Filosofia,1922,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 151,4.8
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1975,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 800",2.8
A Culpa é das Estrelas,John Green,Romance,1990,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 678",4.8
1984,George Orwell,Distopia,1957,Um regime totalitário vigia tudo e todos. Variado 692,3.0
1984,George Orwell,Distopia,1952,Um regime totalitário vigia tudo e todos. Variado 875,2.1
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1978,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 662,4.3
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1938,A jornada de Frodo para destruir o anel poderoso. Variado 765,3.6
O Hobbit,J. R. R. Tolkien,Fantasia,1967,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 532,5.0
O Alquimista,Paulo Coelho,Filosofia,1941,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 211,3.5
O Senhor das Moscas,William Golding,Aventura,2014,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 625,2.4
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1955,Uma história filosófica sobre um menino e suas aventuras. Variado 508,4.3
A Guerra dos Tronos,George R. R. Martin,Fantasia,1937,"Em um reino medieval, várias famílias brigam pelo poder. Variado 617",2.9
O Hobbit,J. R. R. Tolkien,Fantasia,1973,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 135,2.7
Dom Quixote,Miguel de Cervantes,Clássico,1965,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 123,1.2
O Alquimista,Paulo Coelho,Filosofia,1944,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 540,4.3
A Revolução dos Bichos,George Orwell,Fábula,1991,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 106,3.2
O Hobbit,J. R. R. Tolkien,Fantasia,1990,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 295,3.0
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1925,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 898",3.3
A Revolução dos Bichos,George Orwell,Fábula,2014,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 964,2.5
A Revolução dos Bichos,George Orwell,Fábula,1996,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 886,1.9
A Arte da Guerra,Sun Tzu,Filosofia,1930,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 896",4.4
O Código Da Vinci,Dan Brown,Mistério,1914,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 391,2.4
1984,George Orwell,Distopia,1998,Um regime totalitário vigia tudo e todos. Variado 325,4.9
A Guerra dos Tronos,George R. R. Martin,Fantasia,1998,"Em um reino medieval, várias famílias brigam pelo poder. Variado 259",2.7
A Menina que Roubava Livros,Markus Zusak,Histórico,1941,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 142,1.7
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1950,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 796",4.7
O Senhor das Moscas,William Golding,Aventura,1923,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 895,1.8
O Rei Leão,Roger Allers,Infantil,2001,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 304",2.3
O Hobbit,J. R. R. Tolkien,Fantasia,1988,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 690,2.8
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1927,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 926,4.5
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1936,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 385,1.1
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1985,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 776",2.2
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1996,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 775,2.6
A Culpa é das Estrelas,John Green,Romance,2001,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 946",4.8
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1938,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 330,4.3
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1955,A jornada de Frodo para destruir o anel poderoso. Variado 636,4.8
A Guerra dos Tronos,George R. R. Martin,Fantasia,2018,"Em um reino medieval, várias famílias brigam pelo poder. Variado 608",2.5
O Código Da Vinci,Dan Brown,Mistério,1942,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 149,2.3
O Hobbit,J. R. R. Tolkien,Fantasia,1903,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 953,1.7
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1974,Uma história filosófica sobre um menino e suas aventuras. Variado 639,2.8
A Guerra dos Tronos,George R. R. Martin,Fantasia,1902,"Em um reino medieval, várias famílias brigam pelo poder. Variado 255",1.9
Dom Quixote,Miguel de Cervantes,Clássico,2007,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 951,1.9
O Alquimista,Paulo Coelho,Filosofia,1953,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 956,1.9
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1909,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 712,4.9
O Código Da Vinci,Dan Brown,Mistério,2016,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 728,2.8
Dom Quixote,Miguel de Cervantes,Clássico,1926,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 913,3.1
A Menina que Roubava Livros,Markus Zusak,Histórico,1987,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 798,4.2
O Senhor das Moscas,William Golding,Aventura,2021,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 634,2.3
O Milagre da Manhã,Hal Elrod,Autoajuda,1982,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 324,3.8
1984,George Orwell,Distopia,1901,Um regime totalitário vigia tudo e todos. Variado 628,4.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1900,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 825",3.2
A Menina que Roubava Livros,Markus Zusak,Histórico,1903,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 624,4.4
