Titulo,Autor,Genero,AnoPublicacao,Sinopse,Classificacao
O Milagre da Manhã,Hal Elrod,Autoajuda,1980,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 911,2.2
A Culpa é das Estrelas,John Green,Romance,2007,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 575",4.4
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1904,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 735,3.6
A Culpa é das Estrelas,John Green,Romance,2011,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 426",3.5
O Alquimista,Paulo Coelho,Filosofia,1944,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 238,2.0
A Culpa é das Estrelas,John Green,Romance,1946,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 675",4.5
A Revolução dos Bichos,George Orwell,Fábula,1953,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 361,2.7
A Menina que Roubava Livros,Markus Zusak,Histórico,1959,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 714,2.3
A Guerra dos Tronos,George R. R. Martin,Fantasia,2023,"Em um reino medieval, várias famílias brigam pelo poder. Variado 658",4.9
O Hobbit,J. R. R. Tolkien,Fantasia,1966,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 479,3.8
A Culpa é das Estrelas,John Green,Romance,2012,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 539",4.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,2023,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 712",4.6
O Código Da Vinci,Dan Brown,Mistério,1998,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 958,4.3
A Culpa é das Estrelas,John Green,Romance,1905,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 741",2.4
O Milagre da Manhã,Hal Elrod,Autoajuda,1960,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 885,3.0
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1926,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 476,1.8
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1961,A jornada de Frodo para destruir o anel poderoso. Variado 575,4.9
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1980,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 282,3.1
A Menina que Roubava Livros,Markus Zusak,Histórico,1931,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 870,1.8
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1921,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 944",3.5
A Revolução dos Bichos,George Orwell,Fábula,2011,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 184,2.5
A Guerra dos Tronos,George R. R. Martin,Fantasia,1991,"Em um reino medieval, várias famílias brigam pelo poder. Variado 652",3.7
A Culpa é das Estrelas,John Green,Romance,1964,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 950",2.0
A Culpa é das Estrelas,John Green,Romance,1940,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 128",4.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1963,A jornada de Frodo para destruir o anel poderoso. Variado 704,1.4
Dom Quixote,Miguel de Cervantes,Clássico,1951,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 377,3.5
O Milagre da Manhã,Hal Elrod,Autoajuda,1925,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 558,4.5
Dom Quixote,Miguel de Cervantes,Clássico,1985,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 790,2.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1914,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 953",3.1
O Lobo da Estepe,Hermann Hesse,Psicológico,2017,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 521,1.9
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,2004,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 237",1.2
O Lobo da Estepe,Hermann Hesse,Psicológico,2021,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 889,4.9
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1960,A jornada de Frodo para destruir o anel poderoso. Variado 895,1.4
Dom Quixote,Miguel de Cervantes,Clássico,1992,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 581,4.5
O Código Da Vinci,Dan Brown,Mistério,2006,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 109,3.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1919,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 95",1.1
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1960,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 552,3.6
A Guerra dos Tronos,George R. R. Martin,Fantasia,1925,"Em um reino medieval, várias famílias brigam pelo poder. Variado 581",1.6
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1941,A jornada de Frodo para destruir o anel poderoso. Variado 118,1.1
O Milagre da Manhã,Hal Elrod,Autoajuda,1910,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 591,2.9
A Revolução dos Bichos,George Orwell,Fábula,2011,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 138,2.0
A Guerra dos Tronos,George R. R. Martin,Fantasia,2008,"Em um reino medieval, várias famílias brigam pelo poder. Variado 261",4.3
1984,George Orwell,Distopia,1997,Um regime totalitário vigia tudo e todos. Variado 451,2.1
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1907,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 444,3.1
O Código Da Vinci,Dan Brown,Mistério,1958,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 899,1.1
O Hobbit,J. R. R. Tolkien,Fantasia,1982,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 27,4.8
O Alquimista,Paulo Coelho,Filosofia,1963,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 751,2.6
Dom Quixote,Miguel de Cervantes,Clássico,1941,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 934,2.2
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1950,A jornada de Frodo para destruir o anel poderoso. Variado 155,5.0
A Menina que Roubava Livros,Markus Zusak,Histórico,2014,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 818,3.6
Dom Quixote,Miguel de Cervantes,Clássico,1970,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 537,2.0
O Rei Leão,Roger Allers,Infantil,2024,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 356",1.4
1984,George Orwell,Distopia,1905,Um regime totalitário vigia tudo e todos. Variado 320,3.5
A Guerra dos Tronos,George R. R. Martin,Fantasia,1939,"Em um reino medieval, várias famílias brigam pelo poder. Variado 585",4.1
A Arte da Guerra,Sun Tzu,Filosofia,1990,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 743",4.7
A Menina que Roubava Livros,Markus Zusak,Histórico,1965,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 372,1.9
O Código Da Vinci,Dan Brown,Mistério,2005,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 75,2.3
1984,George Orwell,Distopia,2019,Um regime totalitário vigia tudo e todos. Variado 51,1.7
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,2015,A jornada de Frodo para destruir o anel poderoso. Variado 599,1.0
O Rei Leão,Roger Allers,Infantil,1944,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 108",3.6
O Rei Leão,Roger Allers,Infantil,1976,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 75",1.9
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1961,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 459,2.1
A Culpa é das Estrelas,John Green,Romance,1997,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 320",2.9
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1988,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 883,3.3
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2002,Uma história filosófica sobre um menino e suas aventuras. Variado 921,2.0
O Lobo da Estepe,Hermann Hesse,Psicológico,1914,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 684,1.4
A Arte da Guerra,Sun Tzu,Filosofia,2006,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 646",3.6
A Arte da Guerra,Sun Tzu,Filosofia,1924,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 942",3.1
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1970,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 922",4.7
O Apanhador no Campo de Centeio,J.D. Salinger,Literatura Americana,1954,"A vida de Holden Caulfield, um adolescente rebelde e problemático. Variado 401",2.1
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1940,Uma história filosófica sobre um menino e suas aventuras. Variado 198,4.8
O Código Da Vinci,Dan Brown,Mistério,1972,Robert Langdon investiga o assassinato de um curador no Louvre. Variado 862,3.1
O Senhor das Moscas,William Golding,Aventura,1997,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 700,1.5
O Rei Leão,Roger Allers,Infantil,2022,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 456",4.1
A Revolução dos Bichos,George Orwell,Fábula,1923,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 199,2.2
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1903,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 746",4.5
A Culpa é das Estrelas,John Green,Romance,1933,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 391",2.8
Dom Quixote,Miguel de Cervantes,Clássico,1956,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 197,3.0
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1944,A jornada de Frodo para destruir o anel poderoso. Variado 292,2.3
A Revolução dos Bichos,George Orwell,Fábula,1991,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 498,4.1
O Senhor das Moscas,William Golding,Aventura,1935,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 39,3.7
A Menina que Roubava Livros,Markus Zusak,Histórico,1978,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 358,4.2
O Milagre da Manhã,Hal Elrod,Autoajuda,1923,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 875,4.2
1984,George Orwell,Distopia,1989,Um regime totalitário vigia tudo e todos. Variado 493,4.4
O Rei Leão,Roger Allers,Infantil,2003,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 82",3.8
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1994,Uma história filosófica sobre um menino e suas aventuras. Variado 2,4.4
O Hobbit,J. R. R. Tolkien,Fantasia,2012,Bilbo Bolseiro embarca em uma aventura épica com um grupo de anões. Variado 686,3.1
A Arte da Guerra,Sun Tzu,Filosofia,1989,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 994",4.8
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,2011,Uma história filosófica sobre um menino e suas aventuras. Variado 404,1.1
A Revolução dos Bichos,George Orwell,Fábula,1908,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 832,2.0
A Arte da Guerra,Sun Tzu,Filosofia,2005,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 336",4.3
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1991,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 370",2.2
A Arte da Guerra,Sun Tzu,Filosofia,2001,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 785",4.9
O Rei Leão,Roger Allers,Infantil,1947,"A história de Simba, um leão que deve assumir seu lugar como rei da savana. Variado 907",4.2
O Milagre da Manhã,Hal Elrod,Autoajuda,1981,O livro ensina como transformar a vida através da prática de hábitos matinais. Variado 93,4.5
A Guerra dos Tronos,George R. R. Martin,Fantasia,1902,"Em um reino medieval, várias famílias brigam pelo poder. Variado 541",1.3
A Culpa é das Estrelas,John Green,Romance,1943,"Hazel e Gus, dois jovens com câncer, se apaixonam enquanto enfrentam a vida. Variado 645",3.5
A Arte da Guerra,Sun Tzu,Filosofia,1969,"Tratado de estratégia militar, abordando táticas e ensinamentos de guerra. Variado 507",2.4
A Guerra dos Tronos,George R. R. Martin,Fantasia,1905,"Em um reino medieval, várias famílias brigam pelo poder. Variado 747",3.6
Cem Anos de Solidão,Gabriel García Márquez,Realismo Mágico,1968,"A história da família Buendía, com suas tragédias e místicas coincidências. Variado 642",2.9
1984,George Orwell,Distopia,1918,Um regime totalitário vigia tudo e todos. Variado 50,1.1
O Pequeno Príncipe,Antoine de Saint-Exupéry,Infantil,1975,Uma história filosófica sobre um menino e suas aventuras. Variado 280,2.5
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1918,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 419,4.6
1984,George Orwell,Distopia,1968,Um regime totalitário vigia tudo e todos. Variado 32,3.7
Como Fazer Amigos e Influenciar Pessoas,Dale Carnegie,Autoajuda,1920,Práticas para melhorar as habilidades sociais e o relacionamento com os outros. Variado 978,2.2
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1966,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 546,2.9
O Alquimista,Paulo Coelho,Filosofia,1991,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 415,1.3
Dom Quixote,Miguel de Cervantes,Clássico,2014,A história de um homem que se torna cavaleiro andante em busca de aventuras. Variado 977,1.7
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1987,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 223,4.1
A Revolução dos Bichos,George Orwell,Fábula,1930,Os animais de uma fazenda tomam o poder e instauram uma revolução. Variado 704,3.9
O Senhor das Moscas,William Golding,Aventura,1911,Grupo de meninos naufraga em uma ilha e luta pela sobrevivência. Variado 837,4.6
A Guerra dos Tronos,George R. R. Martin,Fantasia,1910,"Em um reino medieval, várias famílias brigam pelo poder. Variado 373",1.9
A Menina que Roubava Livros,Markus Zusak,Histórico,1977,Uma menina na Alemanha Nazista encontra consolo em livros e palavras. Variado 558,2.6
O Alquimista,Paulo Coelho,Filosofia,1944,A jornada de Santiago em busca do seu destino pessoal e o significado da vida. Variado 91,3.5
A Guerra dos Tronos,George R. R. Martin,Fantasia,1939,"Em um reino medieval, várias famílias brigam pelo poder. Variado 200",4.6
O Senhor dos Anéis,J. R. R. Tolkien,Fantasia,1933,A jornada de Frodo para destruir o anel poderoso. Variado 21,2.1
1984,George Orwell,Distopia,1914,Um regime totalitário vigia tudo e todos. Variado 318,4.9
Harry Potter e a Pedra Filosofal,J.K. Rowling,Fantasia,1917,O jovem Harry descobre ser um bruxo e começa sua aventura. Variado 305,3.6
O Lobo da Estepe,Hermann Hesse,Psicológico,1954,Harry Haller busca encontrar sua identidade entre dois mundos conflitantes. Variado 65,1.8
